# File generated by CMD 3.4 (http://stev.oapd.inaf.it/cmd) on Sun May 30 04:54:07 CEST 2021
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Umag    Bmag    Vmag    Rmag    Imag    Jmag    Hmag    Kmag
0.002 -0.88764 10.00000 0.8571346402 2.4371843338    0.855  0.433  3.7966  4.076    1  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1 -3.34e-13      0.00 8.379e-01 1.607e-01 2.449e-04 6.734e-05 6.151e-04 -1.000 1.423e-03 3.689 4.056 4.204 3.761 3.456 3.169 2.824 2.541 2.515
0.002 -0.88764 10.00000 0.8594620824 2.4378767014    0.858  0.452  3.7954  4.053    1  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1  -3.6e-13      0.00 8.374e-01 1.612e-01 2.457e-04 6.756e-05 6.172e-04 -1.000 1.431e-03 3.639 4.013 4.159 3.712 3.406 3.117 2.769 2.484 2.458
0.002 -0.88764 10.00000 0.8633317351 2.4390184879    0.861  0.489  3.7914  4.002    2  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1 -4.14e-13      0.00 8.360e-01 1.625e-01 2.479e-04 6.817e-05 6.227e-04 -1.000 1.441e-03 3.547 3.940 4.081 3.623 3.310 3.015 2.657 2.365 2.337
0.002 -0.88764 10.00000 0.8674080968 2.4402084351    0.865  0.531  3.7841  3.932    2  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1 -4.91e-13      0.00 8.300e-01 1.685e-01 2.564e-04 7.049e-05 6.438e-04 -1.000 1.478e-03 3.442 3.874 4.005 3.524 3.197 2.891 2.517 2.211 2.179
0.002 -0.88764 10.00000 0.8705323935 2.4411118031    0.868  0.564  3.7742  3.862    2  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1 -5.75e-13      0.00 8.068e-01 1.916e-01 2.850e-04 7.823e-05 7.135e-04 -1.000 1.595e-03 3.361 3.855 3.968 3.453 3.108 2.786 2.388 2.063 2.026
0.002 -0.88764 10.00000 0.8724337220 2.4416580200    0.870  0.581  3.7646  3.807    2  0.000  0.534     0.00     0.00     0.00     0.00     0.00 -1 -6.38e-13      0.00 7.867e-01 2.116e-01 3.083e-04 8.448e-05 7.693e-04 -1.000 1.731e-03 3.317 3.879 3.969 3.421 3.058 2.721 2.299 1.956 1.913
0.002 -0.88764 10.00000 0.8739977479 2.4421050549    0.872  0.597  3.7541  3.750    2  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -7.06e-13      0.00 7.734e-01 2.248e-01 3.233e-04 8.845e-05 8.047e-04 -1.000 1.818e-03 3.278 3.923 3.983 3.399 3.015 2.661 2.213 1.849 1.800
0.002 -0.88764 10.00000 0.8752255440 2.4424548149    0.873  0.618  3.7449  3.693    2  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -7.89e-13      0.00 7.664e-01 2.317e-01 3.310e-04 9.051e-05 8.230e-04 -1.000 1.853e-03 3.225 3.947 3.978 3.364 2.963 2.594 2.122 1.739 1.685
0.002 -0.88764 10.00000 0.8762894869 2.4427571297    0.874  0.651  3.7379  3.633    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -9.09e-13      0.00 7.621e-01 2.361e-01 3.357e-04 9.175e-05 8.340e-04 -1.000 1.893e-03 3.144 3.927 3.934 3.297 2.883 2.502 2.011 1.612 1.554
0.002 -0.88764 10.00000 0.8772741556 2.4430360794    0.875  0.694  3.7328  3.569    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.08e-12      0.00 7.587e-01 2.394e-01 3.388e-04 9.259e-05 8.415e-04 -1.000 1.899e-03 3.034 3.869 3.854 3.200 2.776 2.387 1.880 1.468 1.409
0.002 -0.88764 10.00000 0.8774147630 2.4430758953    0.875  0.701  3.7321  3.559    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.11e-12      0.00 7.582e-01 2.399e-01 3.392e-04 9.270e-05 8.425e-04 -1.000 1.900e-03 3.018 3.859 3.842 3.184 2.759 2.369 1.861 1.447 1.387
0.002 -0.88764 10.00000 0.8779317737 2.4432218075    0.876  0.730  3.7300  3.522    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.24e-12      0.00 7.566e-01 2.415e-01 3.404e-04 9.302e-05 8.453e-04 -1.000 1.900e-03 2.945 3.805 3.780 3.116 2.687 2.294 1.779 1.360 1.299
0.002 -0.88764 10.00000 0.8785902858 2.4434077740    0.876  0.771  3.7278  3.473    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.44e-12      0.00 7.546e-01 2.435e-01 3.418e-04 9.340e-05 8.487e-04 -1.000 1.932e-03 2.843 3.728 3.692 3.021 2.588 2.191 1.669 1.244 1.182
0.002 -0.88764 10.00000 0.8793182373 2.4436128139    0.877  0.820  3.7255  3.415    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.72e-12      0.00 7.522e-01 2.458e-01 3.429e-04 9.377e-05 8.518e-04 -1.000 1.934e-03 2.720 3.629 3.582 2.903 2.466 2.066 1.537 1.105 1.043
